,Temperatura Ambiental (°C),Humedad,Temperatura de la muestra (°C),pH,"CE
(µS/cm)","STD
(mg/L)","STS
(mL sed/L)","OD
(mg/L)",Nivel (cm),Turbidez (NTU),"Dureza
(mg CaCO3/L)","Cloruros
(mg Cl-/L)"
115,26.627987,0.17755654,19.986734,7.9867887,1101.554,540.0,34.56914,2.0783334,47.729675,23.498596,225.21036,87.327835
116,26.748564,0.3736309,23.390972,8.610462,1430.6927,706.45465,41.167927,7.346716,34.456337,22.201912,298.6102,96.739334
117,22.441238,0.9389789,21.298208,8.143747,1312.252,646.63446,52.70314,2.4838824,51.706272,381.63928,282.9745,133.29079
118,22.158682,0.27815238,17.58599,7.6702814,1794.04,892.2957,313.37717,1.6377394,28.54192,882.1352,312.00906,146.65353
119,29.93858,0.38038194,25.885496,7.9605927,1509.8916,747.0915,39.990223,1.2055973,47.163113,42.388187,226.96915,133.49675
120,24.423067,0.061469775,30.960457,7.358698,937.5644,458.31964,41.436054,0.3268127,78.13208,319.49377,145.17557,134.20349
121,20.77996,0.16660222,23.441593,7.49361,1613.7655,788.6785,95.34638,0.3107007,53.4257,650.4556,206.85292,123.71608
122,12.6269045,0.6290335,21.95057,7.3678536,951.9944,474.45758,19.871948,1.6150075,6.571648,3.5025084,241.15254,48.089863
123,23.527567,0.3522261,19.033484,8.673087,1423.1647,694.6041,169.79843,2.7015748,16.395563,768.11035,168.18793,89.42314
124,23.733692,0.75590944,19.753057,7.928214,1358.6139,672.7893,47.01212,1.3073065,57.410465,127.330376,139.01157,112.52181
125,16.759712,0.4329944,22.481434,8.090269,1149.5415,567.20374,28.424536,7.7717357,20.399984,9.392236,349.1441,81.91874
126,24.35056,0.055553522,30.180681,7.3833113,919.0497,450.42575,43.276253,0.38103223,78.21775,322.12946,148.21655,134.96799
127,20.67032,0.42762682,20.765388,7.2417283,1422.3496,695.06555,491.29684,0.23850068,30.442083,997.57214,194.19926,114.09284
128,30.744019,0.2343991,27.569674,8.156559,1401.5217,686.7769,74.85464,2.1762722,20.016224,13.632096,225.60078,171.60612
129,18.784132,0.21063615,21.98695,7.9273577,1548.6125,767.4729,62.346035,1.3247026,34.432163,51.912407,235.07118,158.97945
130,21.878265,0.055525616,27.380112,7.993801,706.94165,358.19012,83.03411,3.5905085,73.0594,485.01825,146.93405,149.27354
131,21.088337,0.47565106,18.067883,8.447245,1279.4393,620.67224,136.4497,4.2603507,17.059904,510.72406,174.81895,107.73123
132,31.285686,0.29795435,27.519184,8.282952,1408.4219,688.1538,67.21232,2.3005052,22.368088,15.601139,247.76038,159.55246
133,23.236568,0.061952826,28.814753,7.2957516,1015.88916,497.11957,40.01716,0.4768991,66.23175,162.27449,110.79305,146.72862
134,15.976948,0.75455153,25.216766,7.5360527,1251.5051,618.8322,41.11674,1.0161282,58.280457,113.66595,318.59985,150.60919
135,22.414541,0.23133852,18.202835,7.5818434,1505.7092,742.03394,565.55194,0.2733715,29.508717,995.4697,161.13947,106.11689
136,22.304539,0.42652243,17.661802,8.349168,1439.2268,703.2985,235.95964,2.0386274,13.762538,943.57306,174.44968,75.807686
137,15.645498,0.068201974,24.366825,7.7318015,599.5417,305.34937,50.58008,4.5561333,60.51316,157.8676,187.00383,128.23009
138,23.334305,0.48507613,15.296015,7.816782,1189.8848,586.43225,331.11758,1.4019103,21.630945,997.0526,106.58902,74.68008
139,19.825779,0.2595363,20.98314,7.3279185,1800.4629,891.00464,301.45837,0.5420451,41.229336,970.43616,323.9451,155.8253
140,21.519024,0.21104735,17.482832,7.8067737,1498.8387,726.8369,438.38922,0.4382591,30.084297,991.98285,161.55745,100.21168
141,30.018263,0.2610246,27.738045,7.797716,1404.6605,689.8979,40.967068,0.79307914,65.90256,96.029594,171.27362,130.40382
142,17.530357,0.47610345,15.350604,8.311061,1575.465,779.3385,72.186806,3.2190962,42.147957,55.74282,327.29614,119.862274
143,25.685974,0.3698161,23.592672,7.643289,1163.1975,566.062,73.96082,0.54031426,37.424297,570.99585,138.46013,75.4113
144,23.901424,0.62593323,13.833063,8.30998,1113.4365,543.87103,208.6576,3.5351896,14.660126,987.3204,106.31079,53.503845
145,26.566696,0.10222316,26.980091,7.392303,896.22076,432.6468,56.45233,0.4117665,39.589523,219.39894,75.10175,125.93507
146,16.797483,0.19471225,21.528881,7.830077,1632.6708,810.88696,64.76878,1.0030429,35.057972,69.63748,228.17204,169.50552
147,27.443325,0.31375125,25.912186,8.697292,1646.7838,819.83234,66.80644,6.3125296,52.56906,129.8743,225.28899,129.79298
148,30.0126,0.22191645,25.778584,7.813916,1388.3645,683.992,40.057827,0.88442713,64.36666,90.036415,175.05707,123.489746
149,16.391142,0.7552682,20.009634,7.9260917,1550.1516,766.68353,36.564907,1.3231683,59.515995,37.98373,211.8806,155.41307
150,25.324245,0.8453205,20.191017,8.293491,1437.3983,715.7056,59.98351,2.4130096,35.978786,912.0745,155.93265,98.154655
151,22.364008,0.7613732,18.293913,8.588434,953.2812,451.8122,112.94824,4.466887,15.186845,690.8801,102.792465,69.33436
152,24.057526,0.043930724,27.743572,7.6236477,853.7948,420.21152,62.796837,0.6983757,78.7812,427.4826,177.84363,123.46552
153,18.106606,0.07099374,24.916466,7.7327914,640.08203,322.28113,53.682983,3.7396386,61.03223,179.21225,175.87158,129.2151
154,25.649448,0.15966432,15.153152,7.8152986,1885.2703,941.0457,443.1042,1.7524613,32.133045,848.99426,293.89777,154.79243
155,29.652082,0.14137083,27.506119,7.4223504,1138.3687,553.115,52.75404,0.42336392,55.534847,151.56137,85.68413,138.51123
156,10.974392,0.35465553,20.19334,8.595876,1610.6406,803.01117,65.6971,9.03823,43.24328,102.65421,180.8403,137.09354
157,19.074108,0.73961586,19.47234,8.016445,1509.5765,747.0564,39.211964,1.1352658,60.007042,43.42037,172.98059,141.94606
158,23.849678,0.8900923,18.583267,7.927725,1523.1139,757.27057,45.27578,1.8841593,54.764515,112.57781,212.25412,147.23141
159,21.904972,0.5354139,14.779214,7.82485,1168.8594,573.7145,234.23462,1.8213123,24.46006,996.08606,100.975266,76.66077
160,21.104641,0.3268843,26.235468,8.667277,1646.8362,820.7151,72.21302,6.644842,49.39574,148.89394,240.83539,133.79364
161,13.518114,0.16706812,23.49246,8.082506,919.8461,452.18887,45.802174,7.1230884,47.627438,93.74899,203.1775,109.34897
162,24.408745,0.89782023,18.629667,8.164511,1283.6096,634.5221,59.756855,3.0963035,39.7682,157.82063,187.91046,124.72354
163,22.750698,0.061365128,31.7165,7.311157,862.41364,423.46902,43.801212,0.29029304,73.2895,347.89206,128.42966,137.37373
164,21.223507,0.4345836,26.083279,7.520445,677.1916,327.78174,54.020718,0.6132822,36.508358,590.99603,62.221832,37.476242
165,31.787003,0.23398641,27.592106,7.7533464,1375.6685,678.282,40.503456,0.9403494,61.896122,54.80442,146.48038,151.11893
166,19.062412,0.30086675,21.775864,7.239131,1612.677,786.70386,468.04892,0.22312947,31.300926,995.2415,225.28972,125.13422
167,30.303457,0.21318795,26.318352,8.036249,1243.4712,611.34863,76.51015,1.8259896,22.853262,59.137035,150.37688,151.80939
168,32.89216,0.19588722,26.825752,7.783621,1350.5631,667.21545,43.870544,1.183816,58.33454,36.754757,139.4162,158.42201
169,24.702303,0.120980896,23.365582,7.6616945,1525.9756,735.40607,93.43469,0.4602723,61.553757,632.3221,190.97156,97.9595
170,27.422943,0.09545436,23.966042,7.7964945,1236.886,604.79175,52.248356,0.81831306,71.618355,227.83391,173.43668,107.22489
171,9.716268,0.5267081,12.39942,8.687805,1651.1201,823.51654,70.55382,8.839332,58.9767,44.14868,238.83383,153.32161
172,18.437262,0.2697346,22.631739,7.923103,1036.9546,512.4397,30.634583,6.1357694,24.302355,13.296127,278.8516,81.76217
173,25.008549,0.7236122,21.588259,8.461982,1566.0114,761.4698,56.90332,2.70004,36.732388,9.001388,404.84048,129.7485
174,22.136585,0.15039572,23.014574,8.351266,929.6798,441.86542,111.1765,1.0654463,23.21644,898.12103,105.86893,113.17985
175,14.625839,0.28973982,24.741291,8.266898,1304.5007,644.15045,45.39244,7.494921,39.091972,60.92843,258.09705,106.642494
176,24.464495,0.17397782,24.787683,7.3985496,915.80853,434.7452,67.99275,0.31497255,43.811512,800.2242,104.15836,71.8054
177,31.217272,0.4653245,24.34635,8.187178,1562.4572,774.6885,56.105522,2.0535753,30.216038,13.31452,323.5587,145.10915
178,17.444098,0.2822522,24.505108,7.5520754,1375.4707,661.0821,244.86859,0.2655805,25.721464,995.16504,203.35088,101.19917
179,21.161411,0.552993,19.467268,8.014696,1141.5044,566.619,26.251764,2.9548168,8.994762,4.401126,310.26318,55.914177
180,22.799843,0.2563314,18.810131,7.5761995,1652.9172,818.3346,555.3909,0.34038222,24.10564,992.0038,184.11783,112.78293
181,20.333765,0.6030338,19.52574,8.472971,1000.69934,480.4637,118.27996,2.579452,14.95519,962.84064,118.14199,58.65296
182,24.844833,0.37149754,21.696062,7.6454844,1279.3073,616.26025,74.49135,0.544162,53.2687,831.8759,103.87428,46.047886
183,22.078125,0.39925396,19.060543,7.7889943,1428.2595,698.71655,395.73593,0.6148893,18.262157,993.027,174.805,84.30419
184,17.056536,0.62936485,21.404701,7.808861,1047.3762,516.39844,26.896736,1.422267,31.263441,14.860124,236.17027,71.921074
185,25.656734,0.7056122,20.480598,7.951446,1487.2219,737.5513,67.774185,1.245574,42.010098,864.65625,149.30675,88.049965
186,24.715378,0.9331882,21.42503,8.236095,1362.9053,672.17444,56.233612,2.3981836,46.202652,650.14764,223.03822,113.34589
187,17.312408,0.5375553,18.36379,8.224943,1468.3041,728.00885,54.359474,2.792244,24.807873,39.675198,328.0108,116.65505
188,22.260515,0.46439368,16.762245,8.277597,1498.6998,736.13165,204.15979,3.290194,14.002982,880.84784,205.29453,93.21056
189,27.967083,0.60403764,26.937246,7.6071157,1264.6858,620.94806,65.65911,0.4792503,39.304317,160.74466,143.85435,107.80559
190,19.058153,0.1469098,28.853102,7.4550166,823.8346,402.31686,34.52591,0.50983816,53.55033,102.51097,166.9719,99.99435
191,24.97248,0.90821385,20.722284,8.214501,873.74316,423.4747,47.39038,3.5509467,23.88607,86.64565,172.40714,56.56399
192,21.34209,0.31986436,17.89398,8.238302,1655.253,820.8588,173.722,4.4751735,17.348547,360.58374,332.6094,140.6736
193,24.26564,0.44968918,15.538624,8.069649,1166.4938,575.1891,348.7291,1.4044536,17.310787,995.72473,121.75763,59.297573
194,23.545034,0.056311097,27.245264,7.5961375,1198.3846,575.031,57.826286,0.43163556,78.557816,426.28812,195.73943,100.15748
195,23.982222,0.12930582,22.422121,7.6851034,1475.9216,714.9376,89.6424,0.5890299,50.10572,538.94434,174.77747,108.9467
196,27.42035,0.94128823,21.548807,8.320591,699.2533,329.17282,28.102438,4.57072,13.928257,12.0693245,224.44008,27.07129
197,19.590984,0.34332278,29.19739,7.759782,1168.7389,572.6609,52.942432,0.4803713,51.399117,196.17972,140.37927,102.93282
198,22.970852,0.36856836,23.290007,7.9697285,1439.8372,709.93866,49.915226,0.82697487,48.571186,102.997604,222.99202,104.20329
199,20.925762,0.55086195,15.039204,7.9608274,1554.9077,766.84186,146.5278,4.2214127,24.995983,829.4068,231.47046,130.17941
200,35.353096,0.5049393,26.123495,8.305717,1308.2985,638.63354,28.151005,2.7872,37.19542,1.5667048,362.94543,107.10892
201,23.078846,0.07955065,26.76191,7.6927967,1026.3794,502.49008,62.3428,1.1250147,66.196846,319.12982,146.75688,141.23996
202,15.861112,0.29719868,26.171886,7.5134745,1206.6945,578.2084,196.89514,0.22393689,22.735294,997.59247,188.97327,92.05085
203,30.350586,0.15156741,24.568937,8.325017,1434.2557,707.8866,61.77092,3.4222026,66.771034,178.80568,172.51039,124.373856
204,27.991493,0.17764378,24.209354,8.349779,1456.9706,714.5648,106.35852,2.599389,22.156353,27.430069,216.71414,170.90837
205,25.280602,0.1445235,18.987104,7.805556,1401.0469,684.87177,108.076385,1.1995264,33.053604,417.50708,152.67305,119.34043
206,12.831642,0.23711696,24.972181,8.149803,1180.588,580.3246,36.43287,7.485956,40.750397,40.595768,288.53516,94.80009
207,21.420357,0.16592458,17.440989,8.087107,1295.1829,614.4941,297.06213,0.6332127,31.985584,987.9309,147.44063,97.98908
208,15.1651945,0.4276893,22.084656,7.9343,1655.3232,821.63336,61.245678,0.94612956,35.018734,83.96019,292.95892,161.91043
209,23.141718,0.61334985,22.641829,8.244547,1303.2375,645.05493,86.58413,1.3793187,27.537775,763.1157,197.69846,85.60787
210,18.1261,0.60781765,17.541811,8.177891,1679.3406,825.9246,102.828384,4.125327,37.77843,105.923676,330.27448,167.02179
211,16.171682,0.27123842,22.001472,8.388951,1634.9764,804.37213,112.408844,2.8240938,25.932152,115.0646,339.14944,166.34872
