,Temperatura Ambiental (°C),Humedad,Temperatura de la muestra (°C),pH,"CE
(µS/cm)","STD
(mg/L)","STS
(mL sed/L)","OD
(mg/L)",Nivel (cm),Turbidez (NTU),"Dureza
(mg CaCO3/L)","Cloruros
(mg Cl-/L)"
82,27.420435,0.58520913,24.672586,7.7737813,1354.2196,664.3215,83.563644,1.3134205,31.950062,38.787437,160.58972,135.61877
83,16.803871,0.67112935,17.330017,7.906698,1501.3917,745.44196,82.697105,2.0467992,23.866804,994.913,113.45317,124.37666
84,20.114807,0.46594867,21.888363,8.120586,1213.8632,600.733,68.87958,4.82942,33.67303,122.68522,161.02411,96.51338
85,11.060142,0.51434153,14.719161,8.079667,1865.7087,929.8388,101.23103,1.8708622,21.623713,785.75214,173.49188,166.37178
86,14.35596,0.54288065,16.179747,8.149285,1528.1405,753.2366,137.0811,0.71018505,27.907679,107.47575,181.88037,116.777
87,18.616621,0.4226815,16.72623,8.124191,1586.0681,788.5598,120.30764,0.9812468,35.24912,110.67595,191.88615,135.56776
88,15.275369,0.49356732,17.478596,8.08051,970.7916,473.37823,90.35486,2.0977468,36.878235,999.84515,139.34729,62.256386
89,16.141249,0.513619,23.54541,8.117033,1335.6395,663.32684,60.224487,2.6515555,26.249424,255.60526,120.79647,116.16771
90,17.225172,0.37386227,16.332134,8.309318,1699.3989,843.9735,131.68776,0.7740946,31.600922,118.14071,178.51344,136.65424
91,19.941505,0.48854768,21.147827,8.1971655,958.60486,482.03857,59.111595,5.7470303,40.97709,61.78747,156.34076,71.70389
92,13.286067,0.46052924,18.499477,7.9212666,1168.6771,557.011,196.1231,0.4898474,37.36284,999.99756,187.05894,65.232864
93,17.013546,0.40140128,16.274712,8.030702,1785.7018,885.50494,128.11823,1.1612389,26.325039,412.91745,183.90584,159.69618
94,16.112782,0.46125466,20.23346,8.319124,1647.252,811.0504,84.88915,2.1502926,22.102127,340.1096,135.40169,139.74883
95,17.8157,0.5650076,19.929977,7.631601,1338.1093,659.1845,102.1665,0.94863296,29.624086,999.3632,139.08875,100.4399
96,16.455322,0.3903638,16.16298,8.429495,1833.7454,909.6461,102.57911,1.3385143,22.636805,394.69205,185.26057,160.55415
97,17.680777,0.44085822,18.572477,8.319231,961.6847,489.6186,104.51724,2.2335966,33.43512,73.98578,108.36716,70.837494
98,15.855524,0.7275856,19.132381,7.6586566,1583.1667,779.7696,52.517826,2.1451077,28.81833,55.347885,189.15399,141.08875
99,15.412142,0.48972133,20.873096,7.7603602,1452.1047,697.38824,173.99222,0.3996651,34.940903,999.9932,191.26878,86.12743
100,17.301409,0.4105222,16.383461,8.183559,1680.4982,834.10046,135.30849,0.84366435,30.47364,139.58195,180.84407,137.97092
101,14.422016,0.38107225,15.697523,8.166615,1854.8779,922.6764,111.05791,1.3666685,24.442858,522.5608,188.56064,167.0999
102,17.41327,0.40951934,16.680681,8.060921,1750.6356,868.8118,129.58696,1.0002444,27.587467,240.68646,175.80928,151.41766
103,13.912924,0.54896885,16.168222,8.158024,1492.2592,736.8179,131.34085,0.68236375,29.157442,83.90098,181.45128,112.76238
104,14.134521,0.54703677,24.295128,8.093162,1235.7703,612.86084,52.800266,2.3586125,28.146887,136.26782,103.69133,104.76661
105,13.010179,0.52328014,21.549234,8.297344,1219.4628,608.0045,65.99024,3.0804214,28.236336,101.76663,104.66708,101.248695
106,13.080769,0.54138947,15.829286,8.23019,1443.9207,713.1246,133.59312,0.57197833,30.721178,68.958015,178.0589,105.28965
107,15.509416,0.5668497,17.318537,8.080384,1203.2266,593.7893,78.119354,2.6571107,31.190172,998.9408,128.2424,87.49421
108,17.129208,0.49746478,16.60248,8.163808,1626.9095,803.24927,147.3734,0.9588673,23.652855,297.56165,181.37395,134.48701
109,13.043284,0.52896506,21.836197,8.242836,1336.001,663.42365,69.52735,3.1825051,24.474857,167.97487,103.37436,112.275185
110,16.74472,0.45955175,18.5693,8.199509,1408.082,695.17554,116.57346,0.60976076,32.116554,110.698616,153.36836,104.17795
111,19.27953,0.48220423,23.182734,7.96881,922.9329,473.75925,71.05815,1.5597019,34.635986,109.09383,108.367004,73.36418
112,18.069056,0.49367934,21.204372,8.233792,1171.8307,577.26416,65.847534,4.574161,32.799797,131.46443,140.07169,93.10284
113,16.677223,0.59138143,17.272724,7.9391193,1486.2699,735.0113,115.573204,1.1215992,29.737347,69.93387,190.89427,126.78057
114,19.651745,0.69754994,20.705647,7.67287,1572.7958,774.6836,59.630795,2.2728875,28.898064,55.237743,203.8237,146.53058
115,14.126754,0.49046022,16.706879,8.73357,1046.461,512.1502,121.69549,5.0559626,32.50514,117.216805,112.21585,70.48283
116,18.165482,0.44009823,19.177895,8.284421,1618.9738,798.52686,80.07594,2.3081896,26.409346,257.138,169.71362,135.5296
117,16.07446,0.4056771,17.299965,8.313072,1802.105,893.4414,97.386856,1.7395632,23.948633,416.2797,189.14423,157.12852
118,17.699038,0.39852953,16.27768,8.283982,1616.6357,804.0694,134.14497,0.80411583,32.192894,132.924,185.21872,130.93584
119,18.136904,0.7160346,20.875204,7.6682935,1598.9922,791.9566,48.982872,2.4775136,31.56536,60.969696,207.0647,151.46852
120,15.887867,0.5016714,22.42641,8.179674,1186.1012,592.367,74.9856,2.407061,27.402464,138.65128,105.837326,97.455376
121,28.856611,0.50735015,24.920792,7.706729,1504.7406,732.3896,102.31408,1.1409448,27.76137,123.12082,157.26775,145.68086
122,18.224878,0.47488582,21.44777,8.056895,1298.602,639.8443,93.74052,0.6842705,32.19112,125.38405,134.88504,96.984825
123,17.04162,0.46384093,20.041203,8.276622,1147.7467,577.92883,106.69326,2.551153,25.980627,155.29813,107.141594,91.26698
124,20.949373,0.3791125,20.584782,7.3916855,1520.9697,747.1457,551.83496,0.06953853,26.767822,999.99994,221.7357,109.17422
125,15.046762,0.75012815,19.054247,7.610279,1585.9642,783.4909,44.839058,2.425527,30.975542,58.340992,188.37515,145.34032
126,18.47458,0.4108932,19.782082,8.331984,1674.3052,824.1016,91.19485,2.14778,25.24221,374.41348,173.26083,142.65514
127,14.63819,0.53120124,16.251371,8.15008,1477.7579,733.28687,126.52539,0.73495483,30.635448,83.64357,182.88991,114.910614
128,17.736744,0.71998334,18.431986,7.6907115,1581.1226,783.1177,95.61,1.5439094,20.112333,989.27277,102.601074,139.11702
129,18.103775,0.4118649,19.898447,8.328054,1693.5831,835.68097,87.21261,1.8920208,25.082428,377.93427,172.65147,146.06227
130,16.919897,0.39682817,16.404724,8.200829,1772.2201,879.6534,137.16794,0.9042627,26.016068,233.35454,174.04572,149.47568
131,17.07145,0.5490511,16.79283,8.05467,1674.3801,823.0522,146.77417,1.0860081,21.397247,318.26398,187.01523,140.11418
132,17.446434,0.37016472,16.596794,8.455442,1847.3219,915.4126,131.70016,1.1124698,20.541117,455.74927,177.45831,161.7772
133,13.285079,0.6083551,17.138508,8.0584545,1507.995,742.00775,102.93277,0.76157093,27.57662,66.886955,175.82245,111.67886
134,15.292665,0.65343183,18.12723,7.853732,1530.8464,756.1374,80.4052,1.3174223,28.087456,53.54435,184.3549,127.28884
135,16.39336,0.56651545,16.736866,8.003747,1472.5681,731.6984,112.740204,1.0831645,31.342215,77.795296,193.29411,125.92172
136,16.79491,0.37487063,16.842321,8.481234,1847.3336,915.9974,113.24702,1.2050824,21.249563,411.68253,175.0189,162.63242
137,12.337223,0.62558943,16.54065,8.115119,823.3628,417.06985,67.676926,2.9077313,44.989662,111.56342,114.96057,60.363632
138,17.052214,0.44525197,17.208935,8.439533,1022.5252,509.5864,126.82255,2.4550817,30.238962,93.94169,108.41821,73.22757
139,16.327269,0.45471704,16.677372,8.552542,1113.8584,547.73987,141.26944,2.814202,26.20414,138.98112,107.46681,81.64732
140,16.244873,0.49596098,18.216923,8.08588,1104.142,535.488,93.727234,1.8123602,35.417892,999.8056,142.1272,77.887115
141,15.860909,0.46003664,20.858938,7.6866055,1469.1061,704.27625,247.38501,0.24275172,34.180984,999.99884,201.15431,85.45579
142,19.390566,0.54796946,17.294994,7.964734,1750.0234,861.18994,140.59993,1.6906692,20.503988,570.28296,222.28334,161.92635
143,13.082557,0.698408,15.881263,7.8317275,1788.0944,888.07434,102.3614,1.6937313,19.169859,969.9775,125.90927,155.37854
144,14.279469,0.76664734,19.635836,7.582445,1610.294,792.0474,40.124283,2.4780936,31.764406,85.670944,182.61633,146.12657
145,16.365383,0.60834616,21.076298,7.8467093,1109.9937,552.47595,95.336,2.1427379,24.037708,318.4016,121.31893,86.310326
146,13.216852,0.6083745,18.108082,8.068243,1304.3721,636.90784,104.18395,0.5882486,29.150566,119.88288,160.04752,93.562096
147,15.064533,0.48808563,19.696983,8.424455,1344.8707,659.27295,109.73414,4.092383,22.321524,235.24258,110.23268,107.07234
148,15.136602,0.7286511,23.983057,7.5279408,1333.9934,646.59576,53.13491,1.405973,24.436144,201.88365,135.33563,101.41692
149,11.638202,0.6646153,15.969009,8.03195,1390.5505,687.9355,80.2504,3.5538151,28.118282,997.99725,142.31488,92.51367
150,18.641937,0.5669739,17.926437,7.9157276,1448.2074,717.2495,120.77085,1.1062279,31.532278,65.202286,186.33281,128.22575
151,15.128131,0.41889364,16.125338,7.974812,1841.4014,915.0735,132.19975,1.1113985,21.990854,496.27304,166.61804,164.66083
152,14.615757,0.76703554,19.408176,7.5769706,1617.4849,799.8608,39.09057,2.839259,33.672844,78.62197,195.56439,152.86642
153,16.576868,0.58675915,18.248104,7.6817346,1147.139,564.8523,101.46274,1.1260891,28.949308,999.5251,125.251175,86.56817
154,27.227077,0.45504463,23.502161,7.731812,1366.0522,670.86365,109.70628,0.9327878,33.748775,73.02045,147.62448,137.54031
155,17.683891,0.44864425,16.136255,8.189943,1594.852,792.0982,137.0891,0.9188253,30.24773,167.0557,190.80717,133.49876
156,17.33428,0.4158421,19.243837,8.393517,1725.8903,852.05084,90.122986,1.700666,23.51468,355.08972,162.36508,148.62407
157,16.78327,0.39015234,16.415442,8.472887,1824.2147,904.07416,100.74063,1.3389518,22.61371,363.8631,181.06743,159.14752
158,13.706463,0.46122476,15.702589,7.8953867,1857.6298,923.3711,127.54552,1.2275372,20.571302,712.0297,158.71608,167.58603
159,16.10303,0.43282244,21.18375,8.306422,1689.6376,837.4767,71.89768,1.3769715,25.635263,262.76688,148.85341,146.68062
160,10.042945,0.72967464,14.505111,7.9765434,1791.54,893.40753,87.6687,2.9201126,21.289848,960.9403,152.4488,149.50787
161,17.322365,0.43075863,22.001867,8.235347,1604.6318,794.66846,72.76118,1.2613213,27.664392,235.38824,144.27576,136.3635
162,28.687208,0.44616932,25.721304,7.741825,1410.1674,689.8934,95.83187,0.98396266,31.21605,67.45335,150.39517,140.12384
163,17.929615,0.484335,23.227734,8.083488,1375.181,679.84985,83.56176,1.5667934,24.313189,255.61061,114.89373,113.28343
164,19.866766,0.4849062,21.405828,8.170413,1040.8684,520.4557,61.75955,5.3114643,37.648277,78.27831,154.34163,80.50291
165,11.156382,0.55705214,15.157129,8.070532,1856.8445,924.23254,101.99995,2.2259805,21.689873,844.231,176.64218,163.38376
166,15.946638,0.6113806,17.547224,8.035772,1370.3857,675.7173,81.43509,2.5236716,28.106339,998.1444,126.72578,105.10485
167,14.9087,0.45967996,17.065104,8.168272,1796.1431,889.7363,105.07491,2.679106,24.341145,513.269,193.93857,152.79738
168,18.24738,0.484032,16.207731,8.070162,1681.3398,829.7235,158.44669,1.051141,24.110594,335.38776,190.54207,145.7516
169,11.838491,0.55566174,15.513157,8.08483,1845.6858,917.885,102.81837,2.4228814,21.983517,793.5639,181.17957,160.22179
170,16.517965,0.52848357,20.568964,7.7455482,1408.3038,685.17175,119.760376,0.6943157,33.22117,999.9012,167.41928,94.66437
171,11.766819,0.5363853,20.347853,8.385845,1307.0797,645.84985,67.79609,4.7683935,28.249554,138.109,109.58279,104.85778
172,20.269472,0.5704435,19.200905,7.7530465,1537.7621,754.9754,108.372154,1.3529271,24.48671,984.2589,131.18912,141.73058
173,19.204596,0.56458855,19.15283,7.9149504,1310.6447,641.8189,93.72706,1.4730463,29.259018,998.99243,136.20078,111.309906
174,17.7131,0.42441347,17.871784,8.36253,895.19836,461.41946,97.19861,2.2456424,37.80827,49.1588,109.88963,64.896194
175,16.745316,0.3789437,16.754768,8.395636,1595.5554,789.4251,124.81779,0.60141677,35.053127,62.530376,166.18948,118.96987
176,17.387552,0.4022416,16.158173,8.248485,1748.5496,866.68274,151.0933,0.8663854,25.312181,262.564,178.71779,145.98967
177,16.748688,0.3887779,16.160381,8.209818,1830.146,907.84406,133.91884,1.1030658,22.756666,467.51102,183.69221,161.03856
178,16.148705,0.5336819,25.251122,8.008655,1152.7653,573.53125,51.092,1.9255232,30.598429,131.32944,106.84335,97.49548
179,21.869154,0.40916395,18.895348,7.856881,1560.1536,771.36176,113.51009,1.0420989,35.4741,162.69092,171.59174,146.39757
180,16.916655,0.54190147,20.33883,8.041564,893.76044,447.34583,98.522415,1.6512487,30.998299,150.15184,111.23009,65.683815
181,11.642553,0.5263425,14.352975,8.110552,1866.1971,929.48157,103.61191,1.6907464,20.723675,759.1145,170.49847,164.53784
182,15.573379,0.5046315,24.411459,8.094859,1518.0251,750.806,53.20178,1.5574454,26.412796,235.15503,125.018936,131.86604
183,14.984421,0.41784802,15.84691,8.292892,1848.1078,916.6334,110.570786,1.6644584,22.66515,544.6988,194.19063,161.7421
184,16.576616,0.3725996,16.585924,8.40007,1856.8539,921.9582,121.71984,1.0917709,21.067719,418.19308,173.23453,163.59387
185,18.192942,0.4073621,19.46751,8.21598,1438.3035,713.782,100.961296,0.65766567,35.629856,83.417755,152.14471,107.73338
186,18.919361,0.6959092,20.165356,7.6757545,1518.4075,750.00867,63.03993,2.1005313,29.685051,36.358017,195.00702,141.0127
187,18.12277,0.40978977,21.439495,8.235269,1582.6144,784.33606,80.69436,1.0742668,29.4844,194.73778,146.20331,131.18185
188,14.31687,0.52962166,20.283478,8.3363,1108.7886,551.29004,57.96882,5.255203,36.122913,95.2928,125.9163,84.8753
189,15.340648,0.5100116,17.634289,8.126921,1036.3201,508.18652,81.587425,2.7176604,35.299393,999.62756,136.16435,69.39475
190,16.520151,0.3604032,16.83688,8.358463,1831.0813,909.9451,105.37399,1.2520235,24.999777,385.53683,188.7818,162.31595
191,14.484056,0.5350547,23.117985,8.123041,1379.9515,685.0955,56.62347,2.908831,25.195086,232.04541,114.683914,119.61445
192,14.047796,0.6322687,16.52344,7.766558,1797.4186,892.6873,110.604065,1.4644922,19.264229,942.8769,125.56204,160.1515
193,13.967012,0.7559709,24.460299,7.542108,1118.9218,532.38794,50.96396,1.1237404,25.468346,197.4499,124.22106,78.51993
194,17.283768,0.3973712,15.893885,8.419637,1793.0471,886.3965,190.83502,0.84745777,18.748594,418.28583,165.17671,149.94023
195,18.232595,0.34891877,16.934536,8.322459,1738.374,864.2358,111.30279,0.987638,32.05844,174.43513,187.27075,147.1803
196,17.959412,0.44090742,19.660673,8.228671,1627.145,803.29565,79.90777,2.428328,26.414745,281.37332,172.49258,137.05518
197,14.299994,0.6149313,17.396553,7.988861,1525.7332,751.9077,102.135254,0.9424507,27.630577,58.9327,182.29439,118.96377
198,18.417767,0.411978,16.57392,8.1275625,1672.8246,829.8494,127.63622,1.0063018,31.137663,188.74664,188.97601,143.65678
199,19.248144,0.41315362,17.640436,7.915636,1676.41,830.7449,120.71116,1.0374361,31.528637,194.59088,171.80537,150.07254
200,28.02168,0.6025571,25.649822,7.7600117,1493.5375,730.72144,69.53787,1.527385,29.279152,62.3617,173.58113,144.50545
201,15.693098,0.6943409,18.85284,7.745916,1575.8419,775.81354,64.80657,1.6718744,27.151861,47.176933,184.82057,133.59187
202,17.524158,0.44815987,16.697458,7.8836603,1777.0953,878.9388,151.44965,1.0715499,22.736763,504.82828,170.98218,159.65071
203,15.936111,0.6407272,22.565012,7.725077,1161.6947,572.8641,76.41379,0.99330926,26.632006,239.82008,133.534,90.234505
204,17.335312,0.36670905,16.661966,8.179041,1779.2605,884.48254,112.661,1.0907887,29.414743,242.69904,183.59166,155.12466
205,16.49833,0.44752312,20.474464,8.316282,1677.376,828.5345,77.94323,1.8132769,23.47273,328.66553,147.64221,144.6727
206,14.443822,0.40298128,15.458614,8.2531,1871.1334,930.28217,112.726616,1.2856339,21.350344,555.28174,181.86638,166.55998
207,13.215549,0.4420128,14.963919,8.139449,1878.1147,934.07056,116.33969,1.3097241,20.40815,667.10803,174.7668,167.41612
208,13.444639,0.51239574,20.054026,8.502755,1140.4424,556.8005,75.43675,6.630207,37.723778,143.95662,123.87231,77.612724
209,16.769775,0.42770258,19.020193,8.394519,1719.4578,847.6404,120.289986,1.6655133,19.145771,393.56873,135.79861,145.31665
210,22.811363,0.6415154,21.39135,7.705609,1613.746,792.264,76.766235,1.916419,26.45365,115.871826,201.02951,149.51129
211,18.69962,0.4671406,24.035149,8.021565,1355.0812,667.0714,68.38315,0.9509552,31.522724,135.56454,122.45898,106.75047
