indice_tiempo,nivel_general,alimentos_bebidas,cereales_derivados,pan_fresco,pan_envasado,facturas,galletitas_dulces,galletitas_saladas,productos_pasteleria,arroz,harinas_trigo,otras_harinas,fideos_secos,pastas_frescas,masas_precocidas_tapas,carnes,achuras_menudencias_frescas,carne_vacuna_fresca_cortes_delanteros,carne_vacuna_fresca_cortes_traseros,carne_ave_fresca,pescados_mariscos_frescos,carne_porcina_ovina_fresca,fiambres,embutidos_conservas_preparados_carne,conservas_preparados_pescado,aceites_grasas,aceite_mezcla,aceite_puro,margarina_otras_grasas,lecheproductos_lacteos_huevos,leche_fresca,leche_en_polvo,quesos_blandos_untables,quesos_semiduros,quesos_duros,manteca_crema,yoghurt_postres_lacteos,huevos,frutas,frutas_frescas,frutas_secas_en_conserva,verdurastuberculos_legumbres,verduras_tuberculos_legumbres_frescas,verduras_legumbres_secas_en_conserva,azucar_dulces_cacao,azucar,dulces,golosinas,cacao_sus_derivados,infusiones,cafe,te,yerba_mate,condimentos,sal_especias,aderezos,alimentos_semipreparados,caldos_sopas_concentrados,polvos_para_postres,alimentos_preparados_listos_para_consumir,comidas_preparadas,empanadas_pizzas,helados,bebidas_no_alcoholicas,gaseosas,jugos_refrescos,soda_agua_mineral,bebidas_alcoholicas,vino,cerveza,otras_bebidas_alcoholicas,alimentos_consumidos_fuera_del_hogar,refrigerio,almuerzo,indumentaria,ropa_interior,ropa_interior_para_hombre,ropa_interior_para_mujer,ropa_interior_para_ninio,ropa_exterior,ropa_exterior_para_hombre,ropa_exterior_para_mujer,ropa_exterior_para_ninio,calzado,calzado_para_hombre,calzado_para_mujer,calzado_para_ninio,calzado_deportivo_para_hombre_mujer,calzado_deportivo_para_ninio,telas_hilados_articulos_de_merceria,telas,hilados_para_tejer,articulos_merceria,accesorios_para_vestir,articulos_marroquineria,articulos_joyeria_relojeria,servicios_para_la_indumentaria,confeccion_reparacion,vivienda,alquiler,alquiler_la_vivienda,reparacion_mantenimiento_de_la_vivienda,materiales_mano_obra,electricidad_serv_sanitarios_gas_otros,electricidad,servicios_sanitarios_gas_otros_combustibles,equipamiento_funcionamiento_del_hogar,muebles_accesorios_401,muebles_accesorios_40101,artefactos_domesticos,electrodomesticos,artefactos_a_gas,aparatos_radio_tv,textiles_accesorios_para_decoracion,blanco_manteleria,cortinas_alfombras_accesorios,menaje,bateria_cocina_cubiertos,cristaleria_loza,articulos_para_limpieza_mantenimiento,jabones_limpieza,detergentes_desinfectantes,articulos_para_mantenimiento,articulos_descartables,utensilios_limpieza,servicios_para_el_hogar,reparacion_aparatos_electricos,servicio_domestico_otros,limpieza_ropa,elementos_para_iluminacion_ferreteria,articulos_ferreteria,elementos_para_iluminacion,salud,productos_farmaceuticos_accesorios_terapeuticos,medicamentos,elementos_para_primeros_auxilios,accesorios_terapeuticos,servicios_para_la_salud,medicos_odontologos,servicios_prepagos_auxiliares,transporte_comunicaciones,transporte_publico_de_pasajeros,omnibus_corta_distancia,tren_corta_distancia,otros_medios_transporte,vehiculos_para_transporte_personal,automoviles,funcionamiento_mantenimiento_de_vehiculos,combustibles_lubricantes,cubiertas_repuestos_reparaciones,seguro_estacionamiento_otros_servicios,comunicaciones,correo,telefono,esparcimiento,entretenimientos,juegos_juguetes_rodados,plantas_animales_domesticos,articulos_deportivos,libros_diarios_revistas,diarios,revistas,libros_no_escolares,turismo,transporte,hotel_excursiones,equipos_elementos_serv_de_audio_video,equipos_audio_video_fotografia,elementos_para_audio_video_fotografia,servicios_para_audio_video_fotografia,servicios_de_esparcimiento,cines_teatros,club_espectaculos_deportivos,educacion,servicios_educativos,educacion_formal,otros_servicios_educativos,textos_utiles_escolares,utiles_escolares,libros_texto,bienes_servicios_varios,tabaco,cigarrillos_tabaco,articulos_para_la_higiene_el_cuidado_personal,articulos_tocador,articulos_tocador_descartables,articulos_belleza,servicios_para_el_cuidado_personal,servicios_peluqueria_para_el_cuidado,otros_servicios,servicios_varios
1991-09-01,236393.2279,208479.0209,160323.1694,130529.1081,143667.6102,166881.7386,146533.8094,167369.499,213870.6747,235319.8525,113941.8634,156918.6149,147661.6164,189659.2166,160789.6692,211805.6003,164107.3914,210410.2006,200865.2479,217981.6603,188715.6706,247604.9141,263909.4837,211069.824,191844.2904,117826.0116,116219.8931,113996.8445,133613.7829,166263.2445,146945.8995,161474.047,184271.0277,212219.1229,212907.6224,140947.3387,170842.7968,145764.2062,212421.363,208959.7548,244270.1264,225197.5569,239404.371,142169.3479,111291.9851,65090.1489,158730.1588,150025.6155,106284.5185,109032.1226,118960.8724,148495.6446,82072.5199,147598.8964,143683.2925,150325.1019,164385.6317,196995.1928,121810.0689,249315.8816,289612.5334,231966.4687,182854.0809,195298.6401,191223.7532,181250.5133,213320.1612,256326.3646,273817.2215,171499.9759,198318.9496,357108.8935,331902.3207,363563.133,190281.8296,310678.005,316582.0952,283250.1518,349251.9929,147860.6763,181107.6934,108559.5936,148409.7278,239722.424,245717.2995,197218.6676,246004.3729,260250.1038,285605.8062,226458.86,239711.2828,204820.2398,200639.5072,261810.3415,258987.7534,266315.8184,235137.1571,235137.1571,195109.2437,191822.278,191822.278,287642.5157,287642.5157,152917.3933,146278.4883,158520.8043,286481.3095,307363.0256,307363.0256,221867.9515,245707.4201,224961.9974,199913.8578,323365.0438,329995.8886,296269.9255,364131.9346,360005.706,367946.8184,159061.7922,168035.6684,156454.7922,168082.6506,130349.5384,166135.4876,370991.9173,456844.1147,382968.3658,293018.0288,221980.4732,439446.0581,105722.3326,309182.7363,187461.306,180638.9413,153366.8599,324922.8645,503730.1254,654124.0941,382740.3718,184557.2579,173355.2049,161944.8658,164740.056,252296.4063,212342.5517,212342.5517,187181.4382,135273.8959,302424.7989,223343.4217,157739.4061,387527.1529,151894.7223,317027.4739,222476.8314,221604.3259,204711.3327,260574.2368,212324.8237,200294.3696,191768.2358,281711.2703,455144.9075,148615.865,712573.293,215211.3525,174713.7165,278816.6036,164502.2946,396435.0516,387624.2463,408354.1189,511074.4382,661024.3948,758813.111,450557.2446,226796.4887,163504.2994,362451.9636,286805.9957,236280.0973,236280.0973,202640.881,214956.0718,146301.2033,255692.81,342501.1247,342501.1247,563992.6633,563992.6633
1991-10-01,239586.3961,212372.607,161441.556,130545.7485,147851.496,168383.6744,146986.8876,166774.7812,215862.8531,241639.6517,111618.5613,157604.2705,148211.689,191889.3444,162456.1345,213805.8351,165292.8665,213795.1329,204276.3999,214057.9904,186942.4972,248927.6688,266209.2221,215736.7819,190995.6414,120892.516,120055.1496,115847.4305,133818.0298,165441.8576,151306.3368,163691.112,181919.6115,210522.9285,212590.8079,146957.1951,174695.4971,131479.3139,221681.3898,218994.0705,246406.2547,241698.4375,258659.2609,142575.1032,111281.1763,63983.6163,159529.4174,151759.1804,105756.3012,109004.8114,118208.4823,148051.2201,83303.6076,148038.8436,144280.9026,150655.2777,163631.645,195769.568,121671.8607,254655.596,295782.4698,236630.9187,187659.2899,204809.4812,204762.5177,191083.1239,215096.6677,256153.6252,273138.2561,171755.4058,201154.8804,362782.1578,341331.098,368274.7838,192521.962,312351.4197,319282.0616,283319.7211,352307.2223,149625.2745,183181.5688,108363.2756,154675.6901,243583.9316,247037.2011,205565.5722,249417.4455,261197.2125,287521.4305,227321.7706,240473.0261,206458.802,200139.3356,262507.1987,259605.8389,267138.4126,240239.9188,240239.9188,196069.5047,201259.9341,201259.9341,291480.5532,291480.5532,147818.7555,136516.1804,157358.4271,291393.3967,310231.0537,310231.0537,221501.4717,245807.4813,224922.7574,199043.5381,324855.6214,331984.9451,295723.607,366067.6234,362603.0336,369270.7923,158483.3331,167532.1993,156166.0778,166832.6228,129388.0649,165651.6051,384451.2251,460265.0871,400172.6496,295535.2288,221308.2287,439349.6964,104742.2184,315823.6119,191461.3062,184745.8005,154993.3665,328895.8941,514591.9126,671229.5569,388579.2133,184825.5328,173355.2049,161944.8658,164740.056,252296.4063,214253.6347,214253.6347,187220.1161,137359.691,295066.4985,225450.913,157739.4061,387527.1529,151894.7223,319623.6531,224382.4671,221353.1827,212117.006,260430.8567,212587.8499,200294.3696,193429.3919,280933.3976,460519.0606,149368.6292,721828.5681,216827.5902,173006.5824,282476.951,167220.2767,398639.3651,391458.0309,408354.1189,513237.3448,663658.7877,758813.111,458861.5469,228065.5427,164909.6033,363428.9902,290047.8675,236280.0973,236280.0973,202827.9146,215117.8439,146552.1264,255872.8814,347585.7675,347585.7675,580392.8161,580392.8161
1991-11-01,240518.234,212002.017,163509.0822,130937.3857,151848.1105,171751.3478,146910.4461,168005.8127,217470.8482,253760.7448,115170.7489,158634.6432,148828.7782,194796.3432,162727.956,208980.0863,163415.8875,210612.9393,201846.931,196505.2352,180706.4114,242503.1793,264251.1052,216404.5547,190788.9752,123121.5798,122696.3629,117828.0538,133891.3299,164029.0692,153461.9425,165249.989,175642.1104,205685.7259,210274.7272,150008.02,177177.948,126351.6207,235942.1431,234623.2166,248077.0166,213913.9967,226065.2861,142898.7937,112366.5797,67118.8135,159565.9204,151200.9354,105831.8793,109332.6887,117944.7904,149270.2203,84303.251,149177.7513,145158.3557,151976.2209,165647.5788,199648.0014,121256.0851,258872.1052,302101.6557,239301.2414,190091.2169,213136.9417,216577.3166,194495.1322,220587.4043,261774.4885,279028.203,176052.9038,205895.3996,373419.4268,348565.8237,379783.287,193497.9878,313583.6859,319634.3849,284296.3219,355098.1897,150338.6583,183435.4839,109858.8023,154707.8653,245189.3298,248412.3824,207186.764,254086.1378,261887.3555,289640.9644,227431.7205,241134.7008,206045.8847,198208.3299,263229.6095,259866.8651,268597.2958,243010.8535,243010.8535,198950.4493,209048.6936,209048.6936,300005.5125,300005.5125,145300.0278,131465.0817,156977.0872,293903.9907,312593.0277,312593.0277,220412.18,246003.424,224903.9853,196519.2335,323093.8515,329526.2724,296809.5375,366490.2867,363496.8987,369257.8085,158960.2286,168560.1614,156486.7393,167087.9398,129642.7038,165877.0359,391800.7305,463724.562,409816.2778,295358.4816,220366.7688,439340.1744,103302.54,320346.6419,191719.4544,184745.8005,155575.5955,333175.0426,525931.5041,694368.2826,390426.5733,185423.0607,173355.2049,161944.8658,164740.056,252296.4063,215110.6492,215110.6492,188153.9311,139049.3499,293579.3136,226768.5305,157739.4061,387527.1529,151894.7223,320244.039,221145.9189,221950.4137,198887.4126,261258.0359,213452.5791,200294.3696,195456.2595,283130.8792,462964.2455,150040.4511,725763.0539,215249.8821,166170.8724,284620.9094,166577.4944,402060.9156,395713.9599,410646.9403,512591.0979,661973.3351,756456.5953,458620.3992,229389.4417,164775.6319,367877.5733,291987.9581,236280.0973,236280.0973,203082.8149,215275.6083,146894.7364,256412.3616,357759.9734,357759.9734,583552.6905,583552.6905
1991-12-01,242079.7093,211870.498,165382.573,132377.697,154665.4163,174928.6329,146284.2068,167947.0892,220149.7118,259981.3926,119421.0961,160254.2356,149442.8821,197050.4931,164275.7236,208473.2597,163692.2133,207636.9046,201216.4476,202596.8975,180267.2441,239550.2832,261962.9626,216815.0181,188674.7014,123666.4099,123309.8447,118377.1148,134006.8389,160975.6793,154176.6325,166146.6855,165336.6223,198022.6897,207674.8837,150122.0817,176570.5782,123445.5334,254175.0741,254609.6342,250176.8741,188936.4286,196782.5635,143081.6356,110934.5993,62286.2588,160714.5535,151389.2187,106147.8725,109593.3013,118285.0997,150000.9965,84303.251,149705.7293,146633.9254,151844.4464,166283.1342,201183.4823,120716.6836,261922.1838,305692.0801,242754.3776,190580.3534,219437.1145,225977.7208,198167.2003,223071.5046,264643.4152,279974.7487,192768.8342,212171.7559,377732.6661,357468.9931,382921.2572,193386.821,313842.9323,319548.4572,284964.9941,355111.2917,150070.9236,182944.8922,109547.3438,155302.1553,245292.8413,250587.4834,206947.9882,255162.7268,262121.9052,288164.7134,226887.7789,240010.6206,206455.494,198778.5618,263290.3761,259981.1889,268572.5734,244196.3791,244196.3791,202881.6317,213626.86,213626.86,306447.1139,306447.1139,147679.264,135900.9511,157620.4707,294016.5693,313096.9368,313096.9368,215780.7608,245580.9565,224723.6024,186925.3834,322466.5841,327895.8119,300281.5424,368389.8956,366231.7262,370385.2202,158908.8509,168590.9756,156927.0149,165535.0191,130553.6078,164921.9641,393959.6846,474194.1406,411186.9617,297562.2684,219249.3408,439189.0261,101668.5343,324340.7735,192253.7974,184909.557,155176.7347,340504.3558,535455.4168,710177.8879,394893.7381,185657.8665,173355.2049,161944.8658,164740.056,252296.4063,215325.7599,215325.7599,188459.4024,139219.6773,293860.1918,227565.9673,158444.0228,387527.1529,152617.261,333681.1846,220258.8082,220332.8139,199441.2933,260498.3615,214589.3574,200294.3696,195456.2595,289708.6963,504846.4548,150121.3935,802750.6894,214640.3634,161392.3956,286074.9499,168179.8058,410889.9823,407091.1532,416028.9563,513701.9497,663746.0201,756456.5953,464208.3708,229245.5777,164860.6696,367243.0996,293645.5484,236280.0973,236280.0973,203175.9543,215033.7472,147531.9697,257010.7356,363453.0565,363453.0565,589220.8028,589220.8028
1992-01-01,249445.2659,222092.6287,177361.876,153580.5164,171467.8492,196445.0033,147383.7669,172787.4676,230315.5849,264117.0728,127890.8994,161190.043,151355.124,206737.6243,170985.2874,217529.3833,166363.937,214036.4473,207762.3355,225085.1531,210788.7821,247295.6769,264480.7943,219104.5535,188487.9756,124393.6608,123803.0841,120035.0007,134742.3103,159976.402,155201.216,166638.2495,161352.8834,195692.9581,204309.8509,149965.4792,177149.1405,122334.5236,298107.6231,303816.7362,245580.5372,211717.0514,223718.7917,141575.8511,112484.1552,63282.8389,161967.8875,154800.397,107327.3467,110203.1912,118862.6913,152317.8634,84471.8574,150183.874,148089.2172,151642.2608,166976.1329,202544.6554,120537.3029,271002.0211,318744.7483,250696.1944,191604.134,223905.8077,232417.895,202382.762,224059.7269,266359.9726,280143.8071,212853.921,211893.2054,386601.9832,371503.1829,390468.0888,192442.4359,314443.6413,319563.6258,285183.6613,357105.7441,148736.8548,182215.5784,108006.2858,152546.642,243538.0274,252770.9778,202843.6308,254940.3963,261365.4602,285846.8494,227457.9063,240019.8853,208250.3021,199651.9356,264972.7053,261174.5762,271035.3621,248631.7004,248631.7004,210387.6123,221231.9762,221231.9762,311471.6957,311471.6957,156310.5922,145821.7205,165163.4765,297963.2152,318101.6675,318101.6675,213931.2995,246547.0447,226445.6121,181591.086,323077.1216,328230.4938,302019.2874,373140.9794,369859.7785,376174.5971,160646.0354,170917.303,158984.6144,165447.9946,133214.749,165560.8447,402694.4978,479385.508,420345.4558,305936.5245,219086.4033,440875.0203,100517.149,331682.9124,196956.0582,189906.8917,156303.3099,342954.2619,547016.8733,730867.0625,399112.0786,186660.8033,173355.2049,161944.8658,164740.056,252296.4063,215756.4114,215756.4114,187721.2306,137857.3484,296317.316,225045.1358,178065.2545,387527.1529,172737.5615,357298.2441,217259.8072,220317.5074,188020.4739,261917.1796,215483.2438,200294.3696,195983.1746,294151.5474,584366.2487,150158.3278,949021.5617,213765.3109,155147.5738,287729.6387,170366.1433,419497.7276,408518.5609,434350.1073,514238.1312,664135.7792,756456.5953,465436.9943,230059.3496,165523.2208,368380.9858,297831.9667,236280.0973,236280.0973,206542.3903,218546.7715,149642.9684,262161.3911,377814.6239,377814.6239,595339.5301,595339.5301
1992-02-01,254818.5473,229227.2403,192583.7332,176221.5851,185954.0069,218250.3986,150839.8903,183735.2169,241242.2827,267791.3128,153221.8296,161967.9873,161286.7105,223090.8202,182950.7769,217661.4334,168314.7489,217058.2292,211335.9739,207078.3409,214785.5381,249218.2988,269964.7313,219816.2471,189193.4446,124453.1983,123803.0841,120265.6998,134904.9675,164560.6605,156428.5186,167413.8821,168730.3673,201478.0122,207968.4965,150834.608,177603.5302,134323.307,319136.4658,327439.5276,242743.5771,225331.8815,239386.2339,143194.6971,113188.6948,63662.536,163841.6926,155363.9994,107448.3115,111014.1335,119422.3542,154380.1624,85316.5759,151620.2298,151271.7157,151862.8797,167334.4635,202823.9874,120998.7756,278574.9947,326475.1078,260901.0749,191826.517,226648.475,233647.6736,203844.3134,230569.5782,268175.5513,282104.8138,215531.3136,212198.3417,399801.4345,384651.1349,403680.7268,191107.4371,314989.7728,319249.1972,286027.5964,358254.5301,146420.6455,179782.449,104994.8653,152577.4186,242878.1492,255889.981,198329.659,258126.0523,262260.2507,285868.0584,228104.8556,240281.2474,209208.2817,201864.2632,265290.8386,261013.5933,272118.2713,252751.4718,252751.4718,221400.852,228090.1674,228090.1674,318666.9926,318666.9926,171438.5204,151479.6032,188284.3729,300788.3523,320765.7971,320765.7971,212017.2788,246292.7528,225528.532,177931.1681,322123.5757,326710.404,303380.7667,377334.5863,374089.0882,380335.1952,163300.4143,172199.2833,163541.1538,167391.2076,135674.2097,166707.8,409019.4637,491599.4519,426917.7696,309151.3397,218573.8681,440484.444,99939.414,338726.519,194546.2849,186732.9159,155430.6009,352025.5264,569169.8193,773961.6873,404417.7495,186516.1165,173355.2049,161944.8658,164740.056,252296.4063,216093.8544,216093.8544,187359.2291,135993.7156,296456.109,229200.9878,178065.2545,387527.1529,172737.5615,366942.1547,217199.3941,220649.2505,188062.5648,260082.4012,218161.8221,204146.1844,195983.1746,296547.3488,608481.528,149352.0657,994066.3822,212621.5675,151970.5039,285808.6794,173257.4083,433381.1742,423010.5288,447410.3595,519871.1027,672516.1094,756456.5953,491854.0091,230483.8267,165683.9722,369370.7117,301436.2616,236280.0973,236280.0973,210164.8201,223165.4521,149849.9088,267824.1933,389848.2164,389848.2164,598999.9688,598999.9688
1992-03-01,260168.7267,234922.4066,196574.3171,177784.6168,194962.1084,219886.3271,154194.1378,186821.6545,248035.2171,264496.8933,163817.5118,168576.746,164549.2216,232354.2554,193422.9413,229770.3571,174468.1415,230351.7892,222619.6388,217432.2579,215539.1193,265912.0623,294332.7462,227397.155,192947.1329,126305.7666,125412.5242,122124.7346,138244.937,183759.8541,163968.4838,173717.8778,205119.3851,235224.3089,235185.7435,154423.101,182049.0719,162934.1713,279199.7649,283223.7755,242176.58,226163.4293,240124.4448,144571.7294,115643.8962,65190.4369,167230.832,158396.5991,110003.7581,112455.8554,120571.799,156791.6454,86937.5909,152864.1074,153119.8767,152686.0302,169921.3912,206443.5026,122237.5405,289231.1098,335027.7025,274356.6804,200977.6015,235170.5615,237550.6093,209645.291,249709.0697,272905.9952,287562.7673,217506.0563,214009.1966,411039.6258,399652.5291,413955.3355,195998.3594,318859.3785,321930.0762,289877.952,363681.1033,151486.7332,184468.6028,110175.0232,158581.5288,247788.0418,261840.256,207811.6801,260712.9871,263981.2945,287322.15,232332.9135,243005.3434,218692.8553,201864.2632,268388.1615,265434.6613,273102.6033,260281.7559,260281.7559,224723.7567,235407.3,235407.3,324033.0397,324033.0397,171579.8369,151479.6032,188544.9643,310793.0796,328262.2203,328262.2203,212007.7612,247893.5273,227596.3673,175918.9129,326728.3344,332083.8881,304844.3416,380203.8328,378260.3568,382000.6636,167883.682,176199.3158,171719.647,167990.7065,134686.6699,171932.808,431151.6776,510988.9123,452122.1553,320305.997,220456.5365,444290.3986,100793.8845,345531.4679,195118.0412,186732.9159,156238.78,361855.1348,585937.2811,807566.4511,407639.8475,190257.2817,181102.5436,166284.9882,164740.056,286907.7575,218686.9807,218686.9807,189359.9396,136029.8753,302805.2128,232586.544,180734.3473,387527.1529,175474.543,352393.9682,221243.0219,222048.602,197130.959,264960.1036,219506.05,204146.1844,198225.5107,301221.074,548994.7194,149740.0416,884295.6952,216029.8099,150894.0024,289296.1815,182592.8245,437684.897,427070.7515,452043.484,560908.8675,734672.2834,825823.1348,538491.5717,231484.9137,165301.7471,373336.6807,307366.9806,236280.0973,236280.0973,214244.3843,227788.0953,152556.2614,272052.8388,414908.6867,414908.6867,605324.3085,605324.3085
1992-04-01,263516.4447,237633.0251,200506.9009,180753.2769,198813.4269,221535.0674,158856.1114,188255.5771,253980.2948,260194.5415,167724.9816,169061.8414,171080.4255,244132.7757,199780.9338,229441.7157,178860.1165,231138.3148,224514.1382,202211.9999,210082.3019,270606.9367,304924.1638,231571.3791,194037.82,128009.1084,127042.8871,123317.7735,141183.4982,196887.1327,168551.9798,178287.2956,234345.5413,261601.6228,256404.5372,157781.6448,186052.8874,174828.3658,260671.4157,262314.8516,245550.8708,223635.7368,236920.0684,145998.7484,116466.233,65190.4369,167514.3099,161459.3776,110861.2321,113719.4104,121178.3325,158476.6236,89111.0307,156337.382,157526.7864,155509.2694,169087.968,205443.1338,121622.084,300287.3766,344948.8694,290009.4627,203116.3399,237067.1928,238166.2544,212244.2148,253467.5233,278771.9914,295675.4923,208781.4555,214847.9235,422992.9717,415795.8305,424835.8273,200560.7092,323940.4911,324658.684,296751.8075,368763.1671,154954.2411,188378.5526,113558.5884,160818.8826,254695.4284,267854.2557,219469.6819,266104.5631,267898.2793,291081.422,233450.6139,243222.0635,222405.8439,201864.2632,272489.0602,270484.4562,275688.8529,274933.4448,274933.4448,229302.3627,243411.1482,243411.1482,332793.8706,332793.8706,172274.2662,151479.6032,189825.5103,315104.9503,332576.0154,332576.0154,210898.1396,247054.1109,231166.7076,173268.1959,331195.2802,335948.0884,311774.2404,384780.9077,384002.0553,385500.9918,169376.8475,179399.5695,173380.7302,166108.5987,134677.0543,174326.7663,439803.8305,517374.063,461712.2575,326127.582,221340.9389,448602.3948,99845.8788,347844.5243,195529.6241,186732.9159,158346.5668,367815.1653,591289.463,815062.2246,411267.5413,196124.0942,189981.9046,176233.6627,164740.056,294550.673,219780.4156,219780.4156,192993.8212,136088.0202,303379.4391,252189.2063,200368.7633,387527.1529,195608.3632,350644.183,223257.6051,222687.3517,202487.5629,265991.8419,221067.4232,204146.1844,202905.5714,303776.2988,533915.5958,149714.728,856574.1218,219778.4603,148930.0755,295620.5002,189789.8536,444475.4541,430067.2074,463966.6192,569106.3631,746828.5954,838441.3997,549653.6388,232177.2109,166837.6237,372220.9164,309500.9854,236280.0973,236280.0973,215354.9923,229185.1161,151070.5047,276932.2493,424585.5081,424585.5081,607956.2334,607956.2334
1992-05-01,265289.9886,236497.9241,201785.3544,180753.2769,198067.5583,224858.0933,160828.4117,189035.0191,257022.0075,254045.8368,170913.6628,171908.9096,173082.9974,248682.7881,205020.034,224846.4053,182681.7145,230016.8372,223543.0108,182395.2239,209151.7225,268827.5989,290722.3938,233061.5001,193742.185,128776.5201,127805.1444,122606.9564,144258.8277,202185.9672,173055.445,182985.3869,240604.5909,267614.8195,263102.0957,159889.4562,190138.7358,181821.5005,237549.3086,236364.4467,248450.7115,216207.1874,228228.2165,145953.2583,117253.9039,66363.8647,167780.2293,162335.9014,111456.8629,114433.2809,121783.195,161024.307,89467.4748,160035.4175,161870.4835,158757.7685,169640.2492,206438.628,121595.6993,302135.238,344699.0999,294190.3951,204667.9054,239076.4845,239499.8069,213550.2877,257256.7913,284818.7048,303578.9753,204022.6469,215918.1248,430489.7483,422169.7941,432620.1044,202102.3711,328823.716,328172.7858,303705.546,371918.7873,155884.8244,189460.9732,114224.2203,161992.8495,256797.9906,269963.65,221164.7685,268324.3268,270732.2118,292551.0438,233927.2044,243222.9233,223146.9924,204576.7967,273507.6517,271477.8873,276747.606,280258.8369,280258.8369,234195.1211,250348.366,250348.366,338878.6952,338878.6952,175468.9461,151479.6032,195716.5843,318671.917,332612.9267,332612.9267,211480.3328,248005.9711,233874.7429,172931.8732,331869.5561,336792.7626,311752.2303,388220.7924,387646.8607,388751.4181,171019.3568,184061.6044,174202.3425,164401.202,133821.3652,177827.4041,448374.9748,528735.1851,470978.9003,330970.6734,222373.2121,452653.5012,99264.2693,355621.4705,196375.5347,187672.3461,156130.5341,369357.5522,610144.285,847996.5618,418795.5987,197162.8757,189981.9046,176233.6627,164740.056,294550.673,220219.9764,220219.9764,194879.1237,137978.2477,304067.2718,255525.0893,200368.7633,387527.1529,195608.3632,356352.2988,223614.4693,223873.174,201354.2565,265921.6158,221307.47,204146.1844,203634.0823,304156.6884,547149.8495,150520.9902,880245.6175,223176.373,147248.3182,302147.1033,194864.5676,451347.8672,438460.3204,468781.8625,576556.8172,757903.0301,854162.6843,550726.8252,232757.2542,167474.3308,372679.5112,311662.7408,236280.0973,236280.0973,216918.8645,230944.348,151267.3184,280270.6661,430949.4638,430949.4638,612499.6878,612499.6878
1992-06-01,267370.0598,238283.6967,203060.4813,180753.2769,200669.6558,227667.8412,162268.1519,190965.227,260708.9632,249266.4273,173707.8781,173036.2962,173941.0076,250800.1272,210516.8973,223420.7973,189546.6679,230128.783,223020.2133,177288.1576,205311.4653,270067.0246,282557.5692,234218.5742,196812.6812,129262.8359,127805.1444,123808.8242,146638.4196,204284.5475,178228.0842,190381.0892,240322.4633,268854.6829,266964.5123,162928.8895,195820.5753,177457.7845,226938.5473,224640.4215,248082.6102,226053.3619,239628.8855,146714.5748,118524.5644,68288.4167,169371.2985,162404.2028,112295.5337,114610.047,121906.6104,160863.2823,89825.3448,163083.0803,165334.82,161515.3259,168678.7074,205642.4264,120418.2869,305744.9397,348289.6741,298508.6674,206469.637,243524.5605,245917.9461,214931.9013,260317.5679,296309.5091,318173.4397,201501.8793,216433.2248,436679.714,428219.938,438845.8721,202631.2252,329878.0081,330663.37,304347.5554,371824.636,156336.0704,190630.3696,113929.1484,162166.7786,256913.3799,271179.4161,221066.9444,269518.0935,270818.4622,291825.5798,233186.7523,242052.3574,223146.9924,204576.7967,275244.689,273739.0335,277648.0494,285479.5151,285479.5151,237329.2767,259611.2555,259611.2555,340965.4734,340965.4734,175710.4861,151479.6032,196161.9905,322993.555,336991.1173,336991.1173,210626.646,247535.1744,234289.5114,171386.505,332217.3739,337807.3922,309375.3058,388144.6409,388488.1345,387827.0656,172756.4583,189735.9111,175210.7618,164204.0719,131587.6722,179308.0167,458720.0248,542201.522,482810.6315,334382.4913,222945.6277,454832.99,98977.5359,360772.858,198785.1017,190025.6711,157481.3686,373468.9818,619677.9249,865502.8839,421915.332,198609.1471,189981.9046,176233.6627,164740.056,294550.673,220440.1963,220440.1963,197601.6736,141292.3997,305554.1381,257740.1898,200368.7633,387527.1529,195608.3632,355369.9454,224743.0015,223930.7278,204710.3034,267013.3224,222583.3986,204146.1844,204841.2464,309868.3844,539750.488,152133.5144,865277.9188,223439.5833,146646.817,302770.5979,195698.8067,454872.2889,444590.0629,468781.8625,581324.2176,764829.1609,860656.2503,558583.9498,233432.0928,167640.0403,374445.5767,312940.0618,236280.0973,236280.0973,217970.48,232584.1706,150619.3346,281902.1712,437378.4528,437378.4528,612499.6878,612499.6878
