Unnamed: 0,Temperatura Ambiental (°C),Humedad,temperatura,ph,ce,std,sts,od,nivel,turbidez,dureza,cloruros,ph_norm,od_norm,ce_norm,std_norm,sts_norm,dureza_norm,cloruros_norm,turbidez_norm,nivel_norm,temperatura_norm,ICA,clasificación
40,13.924084,0.6678856,17.460464,7.677133,1319.902,655.12213,73.095375,1.4827852,24.328548,949.7711,110.79031,109.29396,100.0,14.827852,18.0098,84.487787,33.63078125,100.0,100,0.0,0.0,87.30232000000001,45.603613120000006,Mala
41,18.2641,0.5807328,22.60464,8.155921,1307.4923,638.6404,89.35032,4.4464817,20.873684,481.32996,128.50388,126.537636,100.0,56.697225499999995,19.250770000000003,86.13596,13.312100000000001,95.27562222222221,100,0.0,0.0,100.0,57.33078004247778,Mala
42,20.260838,0.38029286,22.653091,7.7847176,955.45776,470.98508,27.357697,0.9383992,34.009396,5.8201556,303.3354,46.217747,100.0,9.383992,54.454224,100.0,90.80287874999999,0.0,100,99.13667831578947,0.0,100.0,59.45535710226842,Mala
43,11.386049,0.44415107,13.088755,8.202163,1472.1165,729.75385,54.66308,1.2491549,41.58462,17.327063,245.59326,88.14357,100.0,12.491549,2.788349999999994,77.024615,56.67115,30.225966666666665,100,87.02414421052632,0.0,65.443775,48.79671637051228,Mala
44,13.07118,0.7945573,17.775883,8.240265,1361.2344,665.7275,45.935875,1.6405821,40.579723,419.65732,133.32681,93.2679,100.0,16.405821,13.876559999999998,83.42725,67.58015624999999,92.59621666666666,100,0.0,0.0,88.879415,47.10202331273333,Mala
45,24.00275,0.31904975,19.628567,8.033395,921.52844,457.31223,36.755455,5.6670375,35.128864,8.25856,370.06155,47.64119,100.0,75.0055625,57.84715599999999,100.0,79.05568125,0.0,100,96.56993684210526,0.0,98.142835,78.35487575761579,Aceptable
46,27.218498,0.42888924,19.783228,8.275892,1283.7338,648.0319,108.30653,1.7593727,51.3514,996.3755,138.64346,74.67596,100.0,17.593726999999998,21.626620000000003,85.19681,0.0,89.64252222222223,100,0.0,1.3513999999999982,98.91614000000001,45.13173994857778,Mala
47,18.926216,0.58678424,20.982533,8.322375,1380.416,679.72833,63.090115,3.366425,51.090824,108.12668,187.4988,116.38142,100.0,40.496375,11.958399999999997,82.02716699999999,46.13735625,62.500666666666675,100,0.0,1.0908239999999978,100.0,52.09301262673333,Mala
48,14.441271,0.040558938,27.69691,7.330602,1481.3143,716.2705,119.48675,0.60521257,28.531324,836.15234,165.21335,69.27152,100.0,6.0521256999999995,1.8685700000000054,78.37295,0.0,74.88147222222223,100,0.0,0.0,86.51545,37.820969340557774,Muy mala
49,18.877254,0.4231127,16.603329,7.7222376,1636.0228,816.521,310.4785,0.8246217,37.556602,996.71106,189.75858,133.27498,100.0,8.246217,0.0,68.34790000000001,0.0,61.24523333333334,100,0.0,0.0,83.016645,36.70217533996667,Muy mala
50,9.03423,0.5850521,19.652916,7.738983,1148.1631,565.5325,37.530125,0.6511468,63.362755,64.875595,212.88278,111.19535,100.0,6.511468000000001,35.18369,93.44675,78.08734375,48.39845555555555,100,36.97305789473684,13.362754999999993,98.26458000000001,51.292075822854976,Mala
51,23.82069,0.8357999,17.537477,8.123357,1370.9335,675.62335,61.043446,2.4204202,44.901363,502.28613,148.21439,111.70038,100.0,26.306303,12.906649999999985,82.43766500000001,48.6956925,84.32533888888888,100,0.0,0.0,87.68738499999999,48.51972593831111,Mala
52,13.17154,0.50102323,15.453423,8.336726,1121.8357,553.6677,57.94108,1.8511808,66.42999,101.24184,148.4735,86.44086,100.0,18.511808000000002,37.81642999999999,94.63323,52.57365,84.18138888888889,100,0.0,16.429990000000004,77.267115,51.3490153888111,Mala
53,17.383862,0.23119065,19.568182,7.887754,1014.4174,503.70026,19.025423,2.023024,28.95282,0.3157351,219.87515,98.02768,100.0,20.34536,48.55826,99.629974,100.0,44.513805555555564,100,100.0,0.0,97.84091000000001,63.73619694384445,Mala
54,22.293913,0.77926123,18.462585,7.6401787,1228.5396,609.5,64.68309,1.5457511,25.937996,613.35767,113.045135,102.71341,100.0,15.457511,27.14604,89.05,44.146137499999995,100.0,100,0.0,0.0,92.312925,48.0717064339,Mala
55,27.733229,0.5561295,26.336897,7.667375,862.859,427.6498,43.524685,2.5405784,36.52559,50.636894,349.1834,57.897778,100.0,28.108675999999996,63.714099999999995,100.0,70.59414375,0.0,100,51.96116421052632,0.0,93.315515,60.68604514097894,Mala
56,11.6053915,0.2704743,17.864988,8.026953,1361.4012,673.3963,31.265614,1.030873,42.01639,2.464358,255.81801,100.382324,100.0,10.308729999999999,13.859880000000004,82.66037,85.9179825,24.545550000000006,100,100.0,0.0,89.32494,53.183172331,Mala
57,12.741018,0.53522754,19.004833,8.004388,1579.9032,768.6472,136.53587,1.2463554,26.597252,926.2104,277.29984,112.12089,100.0,12.463553999999998,0.0,73.13528,0.0,12.611199999999982,100,0.0,0.0,95.02416500000001,37.3134639951,Muy mala
58,17.358969,0.9279567,19.993784,7.927945,1131.3475,563.42004,39.828068,1.011915,69.37756,210.06546,339.00565,121.290695,100.0,10.11915,36.865249999999996,93.657996,75.21491499999999,0.0,100,0.0,19.377560000000003,99.96892000000001,48.0645416236,Mala
59,22.025528,0.7863997,18.6638,8.002665,1091.8497,538.44226,33.666466,3.653727,15.865254,17.87317,268.5934,75.55594,100.0,44.805904999999996,40.81502999999999,96.155774,82.9169175,17.448111111111132,100,86.4492947368421,0.0,93.31899999999999,66.63728814081519,Aceptable
60,13.707456,0.43097046,17.667276,8.221348,1121.8636,548.2332,32.913177,7.030341,27.342474,4.485373,290.6236,74.03574,100.0,90.30341,37.81364000000001,95.17668,83.85852875,5.209111111111113,100,100.0,0.0,88.33638,80.40898984138889,Buena
61,12.663693,0.77225876,15.766132,7.8431897,844.7371,414.52078,40.43156,0.7650068,29.978159,98.01285,110.21736,52.55568,100.0,7.650068,65.52628999999999,100.0,74.46055000000001,100.0,100,2.091736842105263,0.0,78.83066,53.19570578751578,Mala
62,16.418135,0.8294462,18.222488,8.381241,1312.4243,637.95825,53.804996,2.3937545,33.16392,432.6835,160.50482,105.53468,100.0,25.9063175,18.757570000000015,86.20417499999999,57.74375499999999,77.49732222222222,100,0.0,0.0,91.11243999999999,49.88698635377777,Mala
63,9.766936,0.1845407,17.64178,8.171817,1505.7151,723.205,128.09909,1.8250749,45.71399,911.0758,278.32977,71.68629,100.0,18.250749,0.0,77.67949999999999,0.0,12.039016666666669,100,0.0,0.0,88.2089,39.352189712933324,Muy mala
64,28.215487,0.26483107,28.037794,7.7050633,1534.4976,749.9073,47.709953,0.42321187,62.434242,75.16207,163.02371,123.595665,100.0,4.2321187,0.0,75.00927,65.36255875,76.09793888888889,100,26.145189473684212,12.434241999999998,84.81102999999999,43.143128568243746,Muy mala
65,23.292484,0.5034456,21.349503,8.254892,1515.2294,749.8347,73.7157,3.2826605,43.977962,128.80759,237.67798,125.04381,100.0,39.2399075,0.0,75.01653,32.855374999999995,34.62334444444444,100,0.0,0.0,100.0,47.93361927405555,Mala
66,11.924529,0.37257835,18.112951,7.9007473,1512.4708,751.031,72.11487,2.340633,12.467418,28.80259,264.65112,133.61934,100.0,25.109495,0.0,74.8969,34.856412500000005,19.638266666666667,100,74.94464210526316,0.0,90.56475499999999,49.9144198456228,Mala
67,20.033236,0.5015198,17.98558,7.7522287,1636.4214,813.38293,309.31186,0.932775,29.39285,994.66724,221.74141,140.45503,100.0,9.32775,0.0,68.661707,0.0,43.476994444444436,100,0.0,0.0,89.9279,36.68838344025555,Muy mala
68,7.2722487,0.16295664,21.226187,8.011243,1347.0515,644.1808,76.962105,1.9677238,39.659588,775.6943,227.03111,61.10773,100.0,19.677238,15.294849999999997,85.58192,28.797368750000004,40.53827222222222,100,0.0,0.0,100.0,45.11519364247777,Mala
69,11.021605,0.60902053,19.43087,8.4455385,1514.7913,751.24536,48.552715,4.483734,30.107407,2.881358,235.48401,157.42065,100.0,57.25601,0.0,74.875464,64.30910625000001,35.84221666666666,100,100.0,0.0,97.15435,63.83504594923334,Mala
70,12.082022,0.4551566,19.284548,7.96109,1579.6195,785.69916,50.754097,2.512919,18.86732,9.627859,288.96774,154.1936,100.0,27.693785000000002,0.0,71.430084,61.55737875,6.129033333333339,100,95.12856947368421,0.0,96.42274,53.2823269096193,Mala
71,16.600119,0.53937095,17.91866,7.91338,294.05,166.33188,20.716702,5.8649654,25.780933,14.087378,109.51549,20.961103,100.0,77.974481,100.0,100.0,99.1041225,100.0,100,90.43433894736842,0.0,89.5933,87.63660864650525,Buena
72,18.388649,0.44697666,21.496515,8.221158,1366.5059,672.20306,87.78887,4.391944,21.574965,235.82027,124.95275,103.050674,100.0,55.87915999999999,13.349409999999978,82.77969399999999,15.263912500000004,97.24847222222222,100,0.0,0.0,100.0,56.16699906717778,Mala
73,10.69373,0.29744,18.47257,8.003651,1381.8728,684.23035,29.633095,1.0830615,37.67521,1.6318775,238.6496,115.04747,100.0,10.830614999999998,11.812719999999985,81.576965,87.95863125,34.08355555555556,100,100.0,0.0,92.36285000000001,53.41673376544445,Mala
74,17.054642,0.7936891,16.444923,8.1956415,1267.2933,625.2951,40.672146,1.0914994,77.61793,98.45108,154.2579,102.05536,100.0,10.914994,23.270669999999996,87.47049,74.1598175,80.96783333333333,100,1.6304421052631568,27.61793,82.224615,48.40223699955613,Mala
75,15.810812,0.64653146,21.660824,7.9013615,1120.8547,553.13293,38.079277,0.807765,70.7531,167.09425,132.89099,84.401726,100.0,8.07765,37.91452999999999,94.686707,77.40090375,92.8383388888889,100,0.0,20.753100000000003,100.0,50.54871917231111,Mala
76,17.091938,0.5407639,26.893835,7.3985405,1513.3759,733.1775,234.86668,0.47829705,14.656174,962.48206,262.92194,114.6873,100.0,4.7829705,0.0,76.68225,0.0,20.598922222222214,100,0.0,0.0,90.53082500000001,35.560735605977776,Muy mala
77,14.601356,0.70596176,17.07043,7.999648,981.5023,483.8462,28.136421,1.978399,28.589539,15.0141,176.18002,53.40871,100.0,19.78399,51.84977,100.0,89.82947375,68.78887777777777,100,89.45884210526316,0.0,85.35215000000001,62.962892997511695,Mala
78,12.9408,0.68511057,20.433655,7.755718,875.3298,427.78098,28.178688,0.88299227,47.904476,76.603516,130.27243,53.638874,100.0,8.829922700000001,62.46702,100.0,89.77664,94.29309444444443,100,24.62787789473684,0.0,100.0,56.280266300346085,Mala
79,20.255318,0.6187385,19.40718,7.8884687,674.38885,330.6601,25.718904,3.9973063,26.57903,20.176975,141.70535,40.15366,100.0,49.9595945,82.561115,100.0,92.85137,87.94147222222222,100,84.02423684210527,0.0,97.0359,76.11806842639358,Aceptable
80,26.911335,0.41925973,22.812214,8.218699,1496.6266,741.95087,76.68774,4.8252716,21.230675,110.89191,252.08398,121.69066,100.0,62.379073999999996,0.33733999999999753,75.804913,29.14032499999999,26.62001111111111,100,0.0,0.0,100.0,54.464481862788894,Mala
81,21.982412,0.70633936,20.657558,8.653097,1466.3568,726.37427,70.60005,2.359016,51.143784,957.6966,202.3052,123.287056,93.87611999999997,25.38524,3.364319999999992,77.362573,36.74993750000001,54.27488888888888,100,0.0,1.1437839999999966,100.0,44.101019835611105,Muy mala
82,20.606361,0.4007843,19.37826,7.482778,1615.3774,805.89886,370.6298,0.5661498,29.277245,997.15027,197.17886,130.93668,100.0,5.661498,0.0,69.410114,0.0,57.12285555555556,100,0.0,0.0,96.8913,36.22130558304444,Muy mala
83,17.879534,0.8078677,13.682653,8.327611,1047.5454,512.1688,53.548794,1.7235702,37.653004,108.15269,147.517,77.238884,100.0,17.235702,45.24546,98.78312,58.064007499999995,84.71277777777777,100,0.0,0.0,68.413265,51.68010872352223,Mala
84,13.769505,0.78214693,19.650223,8.750404,1454.0376,708.38385,62.33728,3.2435231,48.009075,876.0332,227.02162,126.452126,89.98384000000001,38.652846499999995,4.59623999999998,79.161615,47.078399999999995,40.543544444444436,100,0.0,0.0,98.251115,47.65405649265556,Mala
85,17.728292,0.35089388,21.313417,7.9339995,1607.943,799.2725,53.386944,0.72496045,35.516685,75.25311,211.92268,149.25168,100.0,7.2496045,0.0,70.07275,58.26632,48.93184444444444,100,26.04935789473683,0.0,100.0,42.060652634066074,Muy mala
86,22.572247,0.33294323,22.233364,8.264744,1260.1626,625.4829,66.612206,6.0530715,26.595125,62.906616,255.47313,85.57634,100.0,80.530715,23.983739999999983,87.45171,41.734742499999996,24.73715,100,39.04566736842106,0.0,100.0,68.08656045326316,Aceptable
87,11.905258,0.41139412,12.905331,8.2147875,1477.4252,732.19476,54.83217,1.4218092,42.69683,16.391296,264.99396,87.45604,100.0,14.218092,2.2574800000000153,76.780524,56.459787500000004,19.447799999999987,100,88.00916210526316,0.0,64.526655,48.96353644448948,Mala
88,9.629974,0.76938784,22.808817,7.5098066,737.5087,357.67935,24.011679,0.79847443,37.388042,75.2165,132.06747,48.05827,100.0,7.984744299999999,76.24913000000001,100.0,94.98540125,93.29585,100,26.087894736842117,0.0,100.0,58.10592940324633,Mala
89,25.612598,0.2534721,23.405924,7.4255285,1488.5454,750.0664,146.13177,0.64125246,47.24221,995.9161,129.06093,99.73961,100.0,6.4125246,1.14546,74.99336,0.0,94.96615,100,0.0,0.0,100.0,38.33223961584,Muy mala
90,21.808285,0.290878,24.60046,8.12361,1406.7736,688.7688,105.945625,4.7721386,21.539463,489.78412,126.98927,112.284515,100.0,61.582079,9.322640000000007,81.12312,0.0,96.11707222222222,100,0.0,0.0,100.0,56.32301245337778,Mala
91,13.654459,0.056213573,20.123798,8.094598,1481.6891,706.5314,194.51921,2.4792159,52.398556,959.5083,298.22076,70.67342,100.0,27.188238499999997,1.831089999999989,79.34686,0.0,0.9884666666666817,100,0.0,2.3985559999999992,100.0,42.436132903033325,Muy mala
92,25.517006,0.795044,25.206219,7.243166,1082.0891,555.97815,64.87033,0.8840036,19.262451,818.7602,97.84796,104.00476,100.0,8.840036,41.79109000000001,94.402185,43.912087500000005,100.0,100,0.0,0.0,98.96890499999999,48.6136755584,Mala
93,18.377153,0.6187048,21.430655,7.323694,1082.7892,535.0263,70.00371,1.3742545,16.887642,911.19824,94.219124,85.211136,100.0,13.742545,41.72108000000001,96.49737,37.495362500000006,100.0,100,0.0,0.0,100.0,49.952514318999995,Mala
94,21.424107,0.7979403,15.21183,7.855928,1328.5645,659.428,56.37248,1.2577102,43.458603,326.03604,121.19711,97.75659,100.0,12.577102,17.143550000000005,84.0572,54.53439999999999,99.33493888888889,100,0.0,0.0,76.05915,45.66322474191111,Mala
95,24.414423,0.3444515,24.003521,8.297105,1101.3921,543.88916,70.8909,5.8375335,35.440746,205.79457,175.50398,68.582756,100.0,77.56300250000001,39.86079,95.611084,36.386374999999994,69.16445555555555,100,0.0,0.0,100.0,67.53684717134445,Aceptable
96,14.812341,0.05686895,32.98156,7.1062574,1274.1425,592.15173,198.70657,0.34428322,27.177868,942.7231,193.79657,51.09607,100.0,3.4428322,22.585750000000004,90.78482699999999,0.0,59.00190555555555,100,0.0,0.0,60.09219999999999,39.92086093302445,Muy mala
97,14.645346,0.4623037,17.964329,8.231846,1434.6389,703.9311,40.337456,7.547044,22.031712,1.4153907,259.30255,115.12387,100.0,95.47044,6.536110000000008,79.60688999999999,74.57817999999999,22.609694444444443,100,100.0,0.0,89.82164499999999,76.45592820505556,Aceptable
98,17.207567,0.52643424,29.665678,7.2247057,1469.1152,705.91064,217.39265,0.34654874,12.93124,953.95575,246.78023,107.529236,100.0,3.4654874,3.088480000000004,79.40893600000001,0.0,29.5665388888889,100,0.0,0.0,76.67161,35.813329360671105,Muy mala
99,12.834121,0.76417714,16.152054,7.792813,1524.68,754.7291,53.077583,1.0026729,14.722101,47.941128,153.67667,119.46349,100.0,10.026729000000001,0.0,74.52708999999999,58.65302125,81.29073888888888,100,54.79881263157895,0.0,80.76026999999999,46.47384611494796,Mala
100,28.013115,0.89340305,15.614654,8.535956,1572.2494,779.89526,51.64202,1.2240406,62.58355,312.49786,348.03287,131.91669,98.56175999999998,12.240406,0.0,72.01047399999999,60.447475,0.0,100,0.0,12.583550000000002,78.07327000000001,39.984102239799995,Muy mala
101,16.43548,0.6980537,17.832043,7.8255496,1413.7734,703.24335,64.04928,1.4983788,34.709785,875.0066,115.444145,113.15386,100.0,14.983788,8.622659999999996,79.67566500000001,44.9384,100.0,100,0.0,0.0,89.160215,44.630627395199994,Muy mala
102,11.276398,0.8003774,19.71017,7.923662,1486.8892,730.36395,46.44046,1.2124021,13.797609,249.87924,189.60255,117.86972,100.0,12.124021,1.311080000000004,76.963605,66.94942499999999,61.331916666666665,100,0.0,0.0,98.55085000000001,42.870736076233335,Muy mala
103,15.091685,0.43226275,19.976294,8.091289,969.7112,475.79486,28.950191,6.7347193,25.098488,6.2410817,312.93463,68.26464,100.0,87.347193,53.02888000000001,100.0,88.81226125,0.0,100,98.69359821052632,0.0,99.88147,82.16118477307897,Buena
104,15.948364,0.63012475,18.430483,8.176854,841.28625,412.5096,30.09545,5.091511,34.561058,16.552471,189.78625,52.460766,100.0,66.372665,65.871375,100.0,87.3806875,61.22986111111111,100,87.83950421052631,0.0,92.15241499999999,78.09418299596784,Aceptable
